t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,172,117,260,141,65,172,117,240,117,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,81,60,81,215,208,35,208,35,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,81,60,81
82,240,117,240,117,240,117,240,117,172,117,172,117,16,172,117,172,117,172,117,228,172,85,82,198,240,117,228,108,228,172,85,86,82,37,262,228,275,172,240,275,172,274,158,215,172,117,274,158,274,158,215,274,278,274,158,215,278,215,274,215,274,176,215,274,215,274,176,215,274,215,274,158,215,274,215,274,158,215,37,158,215,240,117,228,35,208,117,294,208,228,172,240,117,228,240,117,285,228,117
286,198,215,274,158,215,274,158,215,240,117,71,297,135,171,215,89,208,108,215,240,117,240,117,109,201,95,148,86,147,208,187,208,240,117,39,35,171,172,117,208,35,215,35,208,35,240,117,208,215,73,172,117,286,194,257,215,257,215,257,215,257,215,257,215,257,215,257,215,286,240,117,71,25,71,275,260,240,117,141,65,260,141,65,86,99,71,215,221,31,117,214,73,221,31,214,73,144,221,31
82,274,158,215,86,82,37,70,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,65,20,114,215,260,40,65,260,40,226,65,260,141,65,20,260,40,65,260,141,65,20,260,141,65,260,141,65,260,141,65,82,262,228,275,172,240,275,172,274,158,215,172,117,215,274,215,274,215,274,176,215,274,215,274,158,215,274,215,274,158,215,70,37,158,215,82,240,117,82,240,117,297,8
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,71
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117
82,16,31,286,122,240,71,240,117,194,275,194,208,187,208,240,117,215,271,274,158,215,274,158,215,293,256,60,81,208,93,153,172,240,117,274,158,215,172,117,172,117,274,215,106,171,260,141,65,240,117,260,287,240,117,11,117,274,215,260,65,260,141,65,260,141,65,172,117,240,117,260,65,208,274,158,215,274,158,215,274,158,215,89,172,80,215,208,260,141,65,274,215,260,65,208,117,71,194,297
16,260,141,65,260,141,65,198,172,117,260,294,275,112,71,25,71,275,260,240,117,141,65,260,141,274,158,215,274,158,215,65,86,99,71,215,274,158,215,240,50,297,93,297,93,208,57,208,57,257,208,57,208,60,172,117,215,208,187,208,240,117,39,35,171,172,117,208,35,215,35,208,35,240,117,208,274,158,215,240,117,50,297,213,215,274,278,274,158,215,278,274,158,215,278,274,158,215,278,274
82,16,111,81,298,297,135,171,215,111,56,76,240,178,117,240,117,285,117,208,263,208,215,260,297,135,171,215,260,257,29,215,297,93,199,208,264,199,264,208,264,208,264,208,264,215,297,93,199,264,199,264,199,264,215,208,297,93,199,264,199,264,199,264,215,260,297,93,199,264,199,264,199,264,215,208,297,93,199,264,199,264,199,264,215,187,215,208,215,260,257,215,297,93,199,264,199,264,199,264
82,274,158,215,86,82,37,70,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,65,20,114,215,260,40,65,260,40,226,65,260,141,65,20,260,40,65,260,141,65,20,260,141,65,260,141,65,260,141,65,82,262,228,275,172,240,275,172,274,158,215,172,117,215,70,37,158,215,82,240,117,82,240,117,297,8,135,171,198,215,178,215,297,8,135,171,198,215,178,215,260,65,260
16,215,274,158,215,274,158,215,274,158,257,114,215,228,172,240,117,208,198,208,198,208,198,208,198,208,198,208,198,208,198,208,198,208,198,208,198,208,198,208,198,208,198,208,198,208,86,198,208,198,208,198,208,286,110,142,208,142,208,194,208,87,260,141,14,260,65,260,208,266,215,35,208,35,240,117,60,81,172,117,240,117,225,35,240,117,240,117,35,240,117,208,240,117,240,117,208,56,240,178
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260
198,208,106,271,144,194,257,127,114,127,114,215,280,117,240,117,172,117,172,117,111,172,117,215,260,141,82,260,141,65,260,141,65,260,141,65,240,117,65,86,172,117,215,106,135,171,208,215,260,274,158,215,274,158,215,298,111,81,297,135,171,8,178,215,2,81,140,228,172,117,215,135,171,86,172,117,262,208,262,172,117,172,117,99,35,0,117,172,228,20,80,0,86,215,172,117,172,117,172,117
82,208,187,208,172,240,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,16,208,35,243,286,172,117,56,2,81,140,142,172,117,260,86,240,117,240,117,11,240,117,50,240,117,240,260,141,65,240,117,208,2,81,140,5,86,215,187,117,50,77,172,283,215,86,215,172,117,172,117,172,117,172,117,172,117,215,172,117,172,117,172,117,172,117,172,117,172
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117
16,112,123,65,297,80,208,187,208,240,117,39,35,171,172,117,208,35,215,274,158,215,274,158,215,35,172,117,35,208,35,240,117,33,225,35,60,81,35,225,215,260,275,240,117,31,117,215,260,141,65,215,35,156,215,156,215,208,260,141,65,240,117,71,297,135,171,215,260,172,60,225,35,225,35,225,35,225,110,208,225,35,225,172,117,159,266,225,35,225,159,225,35,225,159,266,225,35,225,159
82,16,208,25,172,240,117,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,117,141,65,257,260,40,226,65,260,141,65,257,260,40,65,260,40,65,257,260,141,65,260,141,65,172,117,260,141,65,240,117,297,8,135,171,215,178,215,260,209,260,141,65,73,260,65,260,65,260,40,209,260,40,226,65,260,141,65,257,215,56,228,172,117,260,141,65,260,141,65,260,141,65,260,141
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,16,294,86,215,86,215,86,215,260,141,65,260,141,65,198,172,117,260,275,112,71,25,71,275,260,240,117,141,65,260,141,274,158,215,274,158,215,65,86,99,71,215,274,158,215,240,50,297,93,297,93,57,86,128,208,248,252,20,215,257,144,257,144
82,16,208,86,37,158,215,37,158,215,198,172,117,37,294,275,37,240,117,260,208,240,117,260,117,112,117,123,117,65,198,208,117,87,117,141,87,141,117,240,117,71,297,135,171,215,240,117,286,194,286,240,117,240,117,31,86,87,141,117,14,87,141,14,86,141,215,141,240,117,208,71,208,71,25,71,275,37,240,117,158,215,37,158,215,86,99,71,215,240,117,240,262,37,158,215,274,158,215,274
82,16,208,93,257,29,215,112,208,112,257,215,257,215,257,215,257,215,257,297,93,257,215,93,10,297,93,208,264,215,208,264,208,264,208,264,208,264,208,187,127,297,93,208,252,199,252,215,112,257,297,93,257,215,93,10,297,93,264,215,208,264,208,264,208,187,127,297,93,252,208,252,199,252,215,208,112,257,297,93,257,215,93,10,297,93,264,215,208,264,208,127,297,93,252,199,252,215,112,257
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117
82,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,16,198,208,198,31,261,240,117,240,117,240,117,240,117,260,141,65,275,20,34,215,297,257,73,20,34,215,297,257,73,20,34,215,297,257,73,297,50,240,117,240,117,240,117,240,117,198,240,117,240,117,240,117,240,117,57,248,20,34,215,297,257,73,20,34,215,297,257,73,20,34
198,260,274,158,215,274,158,215,298,25,208,25,172,117,172,117,260,141,65,172,117,172,286,172,117,240,117,286,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,110,60,81,60,81,215,208,35,208,35,240,117,172,60,81,60,81,225,35,225,172,60,81,60,81,60,81,260,172,117,25,240,117,71,297,135,171,215,172,117,25
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260
82,16,260,40,226,208,240,117,274,260,141,65,112,123,65,226,82,112,123,65,208,187,208,240,117,226,208,187,208,198,82,240,117,226,198,240,117,108,226,274,158,215,274,158,215,240,117,108,208,226,208,240,117,226,20,95,240,117,208,226,71,25,71,275,260,240,117,141,65,260,141,65,86,99,71,215,260,141,65,86,240,117,108,226,208,187,208,240,117,208,226,198,240,117,226,208,187,208,187,208
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,16,120,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274,158,215,274
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,82,16,172,112,275,240,117,120,172,117,275,271,172,117,71,297,93,217,297,8,260,135,171,178,215,112,113,112,240,117,71,297,135,171,215,112,113,112,40,226,65,113,112,40,226,65,113,112,40,226,65,113,112,40,226,65,113,112,40,226,65,113,112,40,226,65,113,112,40,226,65,113,112
82,16,111,81,111,297,8,135,215,171,215,178,172,56,76,172,117,240,117,112,208,111,240,297,8,135,215,171,215,178,208,112,257,29,215,297,93,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260
82,240,117,240,117,240,117,240,117,240,117,16,257,215,257,215,257,215,257,215,257,215,257,215,257,215,257,215,257,215,257,114,215,20,215,240,20,215,20,215,82,240,20,215,117,172,117,263,215,240,82,117,240,117,240,117,240,117,215,274,158,215,274,158,215,240,117,71,297,135,171,215,194,110,240,117,274,215,260,65,240,117,260,65,245,65,58,274,215,260,65,260,65,260,141,65,112,113,65,289
82,20,215,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,16,240,117,240,117,240,117,209,260,141,65,209,260,141,65,209,260,141,208,141,65,209,260,141,65,209,260,141,65,209,260,141,65,209,260,141,65,209,260,141,65,209,260,141,65,209,260,141,208,141,65,209,260,141,65,209,260,141,65,209,260,141,65,209,260,141,65,209,260,141,65,209,260,141,65,209,260,141,208,141,65
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,35,240,117,172,60,81,60,81,225,35,225,172,60,81,60,81,60,81,172,117,172,117,172,117,172,117,172,117,172,117,286,82,240,286,117,240,117,208,80,133,215,240,117
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117
82,16,31,122,261,89,208,159,89,208,159,215,275,240,117,208,50,18,139,275,260,141,65,159,261,208,172,117,172,82,112,123,65,208,112,123,65,260,141,65,240,117,240,117,172,117,260,141,260,141,260,141,260,141,172,117,141,260,141,260,141,65,260,65,215,6,208,260,141,208,187,208,240,117,39,35,171,172,117,208,35,208,112,65,194,257,294,215,260,141,260,208,260,297,264,112,123,65,215,264
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,35,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,172,117,172,117,172,117,142,31,35,111,81,140,240,117,293,208,256,187,240,117
240,117,240,117,240,117,240,117,240,117,240,117,228,16,274,158,215,274,158,215,297,60,81,71,25,71,275,260,240,117,141,65,260,141,65,86,99,71,215,240,117,240,262,112,123,65,274,158,215,274,158,215,274,158,215,260,72,274,158,215,89,117,89,9,215,208,260,65,141,65,260,65,141,65,89,9,215,260,65,141,65,260,65,141,65,117,162,215,162,215,117,50,221,31,117,214,297,60,81,194
82,16,208,240,117,215,274,158,215,274,158,215,240,117,71,297,135,171,215,240,117,298,297,135,171,215,293,256,240,117,195,146,50,15,240,117,287,82,215,178,215,172,283,215,178,215,50,274,158,215,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,198,260,274,158,215,274,158,215,298,25,208,25,172,117,172,117,260,141,65,172,117,172,286,172,117,240,117,286,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,82,240,117,240,117,240,117,240,117,172,117,172,117,16,215,39,286,16,172,117,215,39,117,215,240,82,29,120,208,262,208,262,100,215,100,215,100,215,100,215,100,215,100,215,100,215,100,215,100,215,100,215,100,215,100,215,100,215,100,215,100,215,100,215,100,215,100,215,100
82,208,187,208,172,117,172,208,16,172,117,172,117,172,117,172,117,275,240,275,82,260,141,65,260,141,65,260,141,65,240,275,260,240,275,82,240,275,82,240,275,82,240,275,240,275,240,275,208,187,208,240,275,240,275,71,208,71,25,71,275,260,240,117,141,65,260,141,274,158,215,274,158,215,65,86,99,71,215,240,275,240,275,240,275,274,158,274,158,215,274,240,275,112,123,65,240,275,240,275
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,71
82,16,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,208,35,240,117,86,208,86,31,261,106,171,260,240,117
147,185,215,274,158,215,274,158,215,240,117,71,297,135,171,215,20,215,20,215,20,215,20,215,20,215,20,215,20,215,35,60,81,60,81,60,81,60,81,35,60,81,215,35,208,35,240,117,208,225,20,215,112,123,65,240,117,208,240,117,35,240,117,35,56,240,178,215,117,208,117,35,294,106,171,260,141,65,260,117,240,117,35,117,35,117,35,225,35,225,215,260,275,260,141,65,260,141,65,198
82,240,117,240,117,240,117,240,117,240,117,240,117,172,117,172,117,16,117,240,117,240,117,240,117,172,117,99,172,117,172,117,215,117,240,117,297,135,24,171,297,135,24,171,297,135,24,171,80,172,117,240,215,274,158,215,274,158,215,240,117,71,297,135,171,215,228,117,39,110,117,2,81,2,81,2,81,2,81,240,117,91,74,7,287,0,50,89,50,215,192,89,133,106,171,215,240,117,240,117
82,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,187,208,240,117,39,35,171,172,117,208,35,215,274,158,215,274,158,215,35,208,35,240,117,60,81,60,81,111,81,111,81,111,140,111,81,111,140,111,81,111,140
198,208,106,271,144,194,257,127,114,127,114,215,280,117,240,117,172,117,172,117,111,172,117,215,260,141,82,260,141,65,260,141,65,260,141,65,240,117,65,86,172,117,215,106,135,171,208,215,260,274,158,215,274,158,215,298,111,81,297,135,171,8,178,215,2,81,140,228,2,172,117,215,135,171,86,172,117,262,172,117,172,117,99,35,0,117,172,117,172,117,228,20,80,0,86,187,208,215,172,117
82,16,286,16,208,82,29,286,56,208,240,286,117,194,82,198,208,297,93,208,264,215,194,297,89,235,215,187,82,235,172,283,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260
215,274,158,215,274,158,215,240,117,71,297,135,171,215,172,117,208,257,29,215,112,208,112,257,215,257,215,257,215,257,215,257,297,93,257,215,93,10,297,93,264,215,208,264,208,264,208,127,297,93,252,199,252,215,257,297,93,257,215,93,10,297,93,264,215,264,208,264,208,127,297,93,252,199,252,215,112,257,297,93,257,215,93,10,297,93,264,215,264,208,127,297,93,252,199,252,215,112,257,297
82,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,172,240,16,208,35,243,271,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,240,117,71,297,135,171,215,112,117,56,240,117,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,82,208,260,141,65,260,141,65,198,172,117,260,294,208,275,112,71,25,71,275,260,240,117,141,65,260,141,274,158,215,274,158,215,65,86,99,71,215,274,158,215,240,50,297,93,297,93,57,172,117,172,117,142,77,240,50,71,260,141,65,260,141,65,198,172,117,260,275,112,71,25,71,275,260,240,117,141,65,260,141,65
82,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,16,198,208,185,172,117,16,172,117,228,172,117,89,111,81,140,208,110,194,112,19,245,123,245,141,123,141,123,65,245,123,65,198,257,245,113,65,172,117
82,16,111,81,111,297,8,135,215,171,215,178,172,56,76,172,117,240,117,112,208,93,208,111,240,297,8,135,215,171,215,178,37,257,29,215,297,93,199,208,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117
172,117,172,117,172,117,198,208,260,274,158,215,274,158,215,257,215,257,25,172,117,260,274,158,172,117,172,117,260,141,65,286,172,117,240,117,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,81,60,81,215,208,35,208,35,240,117,172,60,81,60,81,225,35,225,172,60,81,60,81,60,81,260,172,117,25,240,117,71,297,135,171,215
111,81,172,117,208,112,208,112,257,29,215,257,297,257,215,297,93,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199,264,199
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,117
82,172,117,16,208,187,208,240,117,260,141,65,260,93,274,158,215,274,158,215,240,117,71,297,135,171,215,208,240,208,187,208,274,158,266,240,117,39,35,171,172,117,208,35,215,35,208,35,240,117,60,81,240,117,240,117,240,117,35,117,35,208,215,274,215,274,158,215,274,215,274,158,215,274,215,274,158,215,274,215,274,158,215,274,215,274,158,215,35,20,34,208,264,187,215,60,81,60,81,60
82,16,208,285,286,172,117,172,117,172,117,248,257,144,208,80,198,208,187,208,240,117,240,117,287,16,260,108,172,117,120,208,198,240,117,120,117,120,297,120,194,257,29,114,257,215,194,257,114,257,215,172,117,82,285,240,172,117,257,215,172,117,82,285,240,172,117,257,215,172,117,82,285,240,172,117,257,215,172,117,82,285,240,172,117,257,215,172,117,82,85,240,20,95,112,240,117,208,285,240
16,208,260,141,65,260,141,65,198,172,117,260,294,275,112,71,25,71,275,260,240,117,141,65,260,141,274,158,215,274,158,215,65,86,99,71,215,274,158,215,240,50,297,93,297,93,120,57,82,172,117,172,117,142,77,240,50,71,260,141,65,260,141,65,198,172,117,260,275,112,71,25,71,275,260,240,117,141,65,260,141,65,86,99,71,215,274,158,215,240,117,20,34,208,264,187,215,86,240,262
16,257,172,117,31,89,240,117,20,34,208,264,187,215,86,240,262,112,123,65,274,158,215,274,158,215,274,158,215,260,72,274,158,215,89,192,89,133,86,112,113,112,123,65,113,112,123,65,113,112,123,65,113,112,123,65,113,112,123,65,113,112,123,65,113,112,123,65,113,112,123,65,113,112,123,65,113,112,123,65,113,112,123,65,113,112,123,65,113,112,123,65,113,112,123,65,113,112,123,65
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,260
82,16,243,286,2,81,140,2,81,140,13,112,111,81,13,172,117,56,117,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,100,215,35,215,274,35,65,35,240,117,240,117,240,117,208,187,208,274,158,266,240
